district,year_month,t2m,prectotcorr,rh2m,ws2m,t2m_max,t2m_min,ndvi,evi
Tumakuru,2017-05-01,27.531612903225806,132.26999999999998,64.51645161290323,2.3638709677419354,33.599999999999994,22.27806451612903,,
Tumakuru,2017-06-01,24.694666666666667,57.85,72.95599999999999,4.101,30.334666666666667,20.550333333333334,,
Tumakuru,2017-07-01,24.561935483870965,54.31,72.44774193548388,4.46,30.6658064516129,20.098387096774193,,
Tumakuru,2017-08-01,24.11193548387097,193.5,76.98935483870967,3.330967741935484,29.53548387096774,20.134838709677418,,
Tumakuru,2017-09-01,23.32633333333333,272.53000000000003,84.45433333333334,2.1683333333333334,27.585666666666665,19.845333333333333,,
Tumakuru,2017-10-01,22.381290322580647,259.43,86.21483870967741,1.5780645161290323,26.47225806451613,18.985806451612905,,
Tumakuru,2017-11-01,21.006333333333334,18.85,83.63266666666667,2.118666666666667,26.488999999999997,16.776666666666667,,
Tumakuru,2017-12-01,19.756774193548388,8.35,75.73387096774194,2.108709677419355,26.712580645161292,14.5,,
Tumakuru,2018-01-01,20.856129032258064,0.0,60.266129032258064,2.045483870967742,29.60516129032258,13.745161290322581,,
Tumakuru,2018-02-01,23.315714285714286,7.7299999999999995,44.51571428571429,2.459285714285714,32.45607142857143,15.242142857142856,,
