date,ndvi,evi,district
2021-07-31,None,None,Kalaburagi
2021-08-31,None,None,Kalaburagi
2021-09-30,None,None,Kalaburagi
2021-10-31,None,None,Kalaburagi
2021-11-30,None,None,Kalaburagi
2021-12-31,None,None,Kalaburagi
2022-01-31,None,None,Kalaburagi
2022-02-28,None,None,Kalaburagi
2022-03-31,None,None,Kalaburagi
2022-04-30,None,None,Kalaburagi
2022-05-31,None,None,Kalaburagi
2022-06-30,None,None,Kalaburagi
2022-07-31,None,None,Kalaburagi
2022-08-31,None,None,Kalaburagi
2022-09-30,None,None,Kalaburagi
2022-10-31,None,None,Kalaburagi
2022-11-30,None,None,Kalaburagi
2022-12-31,None,None,Kalaburagi
2023-01-31,None,None,Kalaburagi
2023-02-28,None,None,Kalaburagi
2023-03-31,None,None,Kalaburagi
2023-04-30,None,None,Kalaburagi
2023-05-31,None,None,Kalaburagi
2023-06-30,None,None,Kalaburagi
2023-07-31,None,None,Kalaburagi
2023-08-31,None,None,Kalaburagi
2023-09-30,None,None,Kalaburagi
2023-10-31,None,None,Kalaburagi
2023-11-30,None,None,Kalaburagi
2023-12-31,None,None,Kalaburagi
2024-01-31,None,None,Kalaburagi
2024-02-29,None,None,Kalaburagi
2024-03-31,None,None,Kalaburagi
2024-04-30,None,None,Kalaburagi
2024-05-31,None,None,Kalaburagi
2024-06-30,None,None,Kalaburagi
2024-07-31,None,None,Kalaburagi
2024-08-31,None,None,Kalaburagi
2024-09-30,None,None,Kalaburagi
2024-10-31,None,None,Kalaburagi
2024-11-30,None,None,Kalaburagi
2024-12-31,None,None,Kalaburagi
2025-01-31,None,None,Kalaburagi
2025-02-28,None,None,Kalaburagi
2025-03-31,None,None,Kalaburagi
2025-04-30,None,None,Kalaburagi
2025-05-31,None,None,Kalaburagi
2025-06-30,None,None,Kalaburagi
2025-07-31,None,None,Kalaburagi
2025-08-31,None,None,Kalaburagi
2025-09-30,None,None,Kalaburagi
2025-10-31,None,None,Kalaburagi
2025-11-30,None,None,Kalaburagi
2016-12-31,None,None,Kodagu
2017-01-31,None,None,Kodagu
2017-02-28,None,None,Kodagu
2017-03-31,None,None,Kodagu
2017-04-30,None,None,Kodagu
2017-05-31,None,None,Kodagu
2017-06-30,None,None,Kodagu
2017-07-31,None,None,Kodagu
2017-08-31,None,None,Kodagu
2017-09-30,None,None,Kodagu
2017-10-31,None,None,Kodagu
2017-11-30,None,None,Kodagu
2017-12-31,None,None,Kodagu
2018-01-31,None,None,Kodagu
2018-02-28,None,None,Kodagu
2018-03-31,None,None,Kodagu
2018-04-30,None,None,Kodagu
2018-05-31,None,None,Kodagu
2018-06-30,None,None,Kodagu
2018-07-31,None,None,Kodagu
2018-08-31,None,None,Kodagu
2018-09-30,None,None,Kodagu
2018-10-31,None,None,Kodagu
2018-11-30,None,None,Kodagu
2018-12-31,None,None,Kodagu
2019-01-31,None,None,Kodagu
2019-02-28,None,None,Kodagu
2019-03-31,None,None,Kodagu
2019-04-30,None,None,Kodagu
2019-05-31,None,None,Kodagu
2019-06-30,None,None,Kodagu
2019-07-31,None,None,Kodagu
2019-08-31,None,None,Kodagu
2019-09-30,None,None,Kodagu
2019-10-31,None,None,Kodagu
2019-11-30,None,None,Kodagu
2019-12-31,None,None,Kodagu
2020-01-31,None,None,Kodagu
2020-02-29,None,None,Kodagu
2020-03-31,None,None,Kodagu
2020-04-30,None,None,Kodagu
2020-05-31,None,None,Kodagu
2020-06-30,None,None,Kodagu
2020-07-31,None,None,Kodagu
2020-08-31,None,None,Kodagu
2020-09-30,None,None,Kodagu
2020-10-31,None,None,Kodagu
2020-11-30,None,None,Kodagu
2020-12-31,None,None,Kodagu
2021-01-31,None,None,Kodagu
2021-02-28,None,None,Kodagu
2021-03-31,None,None,Kodagu
2021-04-30,None,None,Kodagu
2021-05-31,None,None,Kodagu
2021-06-30,None,None,Kodagu
2021-07-31,None,None,Kodagu
2021-08-31,None,None,Kodagu
2021-09-30,None,None,Kodagu
2021-10-31,None,None,Kodagu
2021-11-30,None,None,Kodagu
2021-12-31,None,None,Kodagu
2022-01-31,None,None,Kodagu
2022-02-28,None,None,Kodagu
2022-03-31,None,None,Kodagu
2022-04-30,None,None,Kodagu
2022-05-31,None,None,Kodagu
2022-06-30,None,None,Kodagu
2022-07-31,None,None,Kodagu
2022-08-31,None,None,Kodagu
2022-09-30,None,None,Kodagu
2022-10-31,None,None,Kodagu
2022-11-30,None,None,Kodagu
2022-12-31,None,None,Kodagu
2023-01-31,None,None,Kodagu
2023-02-28,None,None,Kodagu
2023-03-31,None,None,Kodagu
2023-04-30,None,None,Kodagu
2023-05-31,None,None,Kodagu
2023-06-30,None,None,Kodagu
2023-07-31,None,None,Kodagu
2023-08-31,None,None,Kodagu
2023-09-30,None,None,Kodagu
2023-10-31,None,None,Kodagu
2023-11-30,None,None,Kodagu
2023-12-31,None,None,Kodagu
2024-01-31,None,None,Kodagu
2024-02-29,None,None,Kodagu
2024-03-31,None,None,Kodagu
2024-04-30,None,None,Kodagu
2024-05-31,None,None,Kodagu
2024-06-30,None,None,Kodagu
2024-07-31,None,None,Kodagu
2024-08-31,None,None,Kodagu
2024-09-30,None,None,Kodagu
2024-10-31,None,None,Kodagu
2024-11-30,None,None,Kodagu
2024-12-31,None,None,Kodagu
2025-01-31,None,None,Kodagu
2025-02-28,None,None,Kodagu
2025-03-31,None,None,Kodagu
2025-04-30,None,None,Kodagu
2025-05-31,None,None,Kodagu
2025-06-30,None,None,Kodagu
2025-07-31,None,None,Kodagu
2025-08-31,None,None,Kodagu
2025-09-30,None,None,Kodagu
2025-10-31,None,None,Kodagu
2025-11-30,None,None,Kodagu
2016-12-31,None,None,Kolar
2017-01-31,None,None,Kolar
2017-02-28,None,None,Kolar
2017-03-31,None,None,Kolar
2017-04-30,None,None,Kolar
2017-05-31,None,None,Kolar
2017-06-30,None,None,Kolar
2017-07-31,None,None,Kolar
2017-08-31,None,None,Kolar
2017-09-30,None,None,Kolar
2017-10-31,None,None,Kolar
2017-11-30,None,None,Kolar
2017-12-31,None,None,Kolar
2018-01-31,None,None,Kolar
2018-02-28,None,None,Kolar
2018-03-31,None,None,Kolar
2018-04-30,None,None,Kolar
2018-05-31,None,None,Kolar
2018-06-30,None,None,Kolar
2018-07-31,None,None,Kolar
2018-08-31,None,None,Kolar
2018-09-30,None,None,Kolar
2018-10-31,None,None,Kolar
2018-11-30,None,None,Kolar
2018-12-31,None,None,Kolar
2019-01-31,None,None,Kolar
2019-02-28,None,None,Kolar
2019-03-31,None,None,Kolar
2019-04-30,None,None,Kolar
2019-05-31,None,None,Kolar
2019-06-30,None,None,Kolar
2019-07-31,None,None,Kolar
2019-08-31,None,None,Kolar
2019-09-30,None,None,Kolar
2019-10-31,None,None,Kolar
2019-11-30,None,None,Kolar
2019-12-31,None,None,Kolar
2020-01-31,None,None,Kolar
2020-02-29,None,None,Kolar
2020-03-31,None,None,Kolar
2020-04-30,None,None,Kolar
2020-05-31,None,None,Kolar
2020-06-30,None,None,Kolar
2020-07-31,None,None,Kolar
2020-08-31,None,None,Kolar
2020-09-30,None,None,Kolar
2020-10-31,None,None,Kolar
2020-11-30,None,None,Kolar
2020-12-31,None,None,Kolar
2021-01-31,None,None,Kolar
2021-02-28,None,None,Kolar
2021-03-31,None,None,Kolar
2021-04-30,None,None,Kolar
2021-05-31,None,None,Kolar
2021-06-30,None,None,Kolar
2021-07-31,None,None,Kolar
2021-08-31,None,None,Kolar
2021-09-30,None,None,Kolar
2021-10-31,None,None,Kolar
2021-11-30,None,None,Kolar
2021-12-31,None,None,Kolar
2022-01-31,None,None,Kolar
2022-02-28,None,None,Kolar
2022-03-31,None,None,Kolar
2022-04-30,None,None,Kolar
2022-05-31,None,None,Kolar
2022-06-30,None,None,Kolar
2022-07-31,None,None,Kolar
2022-08-31,None,None,Kolar
2022-09-30,None,None,Kolar
2022-10-31,None,None,Kolar
2022-11-30,None,None,Kolar
2022-12-31,None,None,Kolar
2023-01-31,None,None,Kolar
2023-02-28,None,None,Kolar
2023-03-31,None,None,Kolar
2023-04-30,None,None,Kolar
2023-05-31,None,None,Kolar
2023-06-30,None,None,Kolar
2023-07-31,None,None,Kolar
2023-08-31,None,None,Kolar
2023-09-30,None,None,Kolar
2023-10-31,None,None,Kolar
2023-11-30,None,None,Kolar
2023-12-31,None,None,Kolar
2024-01-31,None,None,Kolar
2024-02-29,None,None,Kolar
2024-03-31,None,None,Kolar
2024-04-30,None,None,Kolar
2024-05-31,None,None,Kolar
2024-06-30,None,None,Kolar
2024-07-31,None,None,Kolar
2024-08-31,None,None,Kolar
2024-09-30,None,None,Kolar
2024-10-31,None,None,Kolar
2024-11-30,None,None,Kolar
2024-12-31,None,None,Kolar
2025-01-31,None,None,Kolar
2025-02-28,None,None,Kolar
2025-03-31,None,None,Kolar
2025-04-30,None,None,Kolar
2025-05-31,None,None,Kolar
2025-06-30,None,None,Kolar
2025-07-31,None,None,Kolar
2025-08-31,None,None,Kolar
2025-09-30,None,None,Kolar
2025-10-31,None,None,Kolar
2025-11-30,None,None,Kolar
2016-12-31,None,None,Koppal
2017-01-31,None,None,Koppal
2017-02-28,None,None,Koppal
2017-03-31,None,None,Koppal
2017-04-30,None,None,Koppal
2017-05-31,None,None,Koppal
2017-06-30,None,None,Koppal
2017-07-31,None,None,Koppal
2017-08-31,None,None,Koppal
2017-09-30,None,None,Koppal
2017-10-31,None,None,Koppal
2017-11-30,None,None,Koppal
2017-12-31,None,None,Koppal
2018-01-31,None,None,Koppal
2018-02-28,None,None,Koppal
2018-03-31,None,None,Koppal
2018-04-30,None,None,Koppal
2018-05-31,None,None,Koppal
2018-06-30,None,None,Koppal
2018-07-31,None,None,Koppal
2018-08-31,None,None,Koppal
2018-09-30,None,None,Koppal
2018-10-31,None,None,Koppal
2018-11-30,None,None,Koppal
2018-12-31,None,None,Koppal
2019-01-31,None,None,Koppal
2019-02-28,None,None,Koppal
2019-03-31,None,None,Koppal
2019-04-30,None,None,Koppal
2019-05-31,None,None,Koppal
2019-06-30,None,None,Koppal
2019-07-31,None,None,Koppal
2019-08-31,None,None,Koppal
2019-09-30,None,None,Koppal
2019-10-31,None,None,Koppal
2019-11-30,None,None,Koppal
2019-12-31,None,None,Koppal
2020-01-31,None,None,Koppal
2020-02-29,None,None,Koppal
2020-03-31,None,None,Koppal
2020-04-30,None,None,Koppal
2020-05-31,None,None,Koppal
2020-06-30,None,None,Koppal
2020-07-31,None,None,Koppal
2020-08-31,None,None,Koppal
2020-09-30,None,None,Koppal
2020-10-31,None,None,Koppal
2020-11-30,None,None,Koppal
2020-12-31,None,None,Koppal
2021-01-31,None,None,Koppal
2021-02-28,None,None,Koppal
2021-03-31,None,None,Koppal
2021-04-30,None,None,Koppal
2021-05-31,None,None,Koppal
2021-06-30,None,None,Koppal
2021-07-31,None,None,Koppal
2021-08-31,None,None,Koppal
2021-09-30,None,None,Koppal
2021-10-31,None,None,Koppal
2021-11-30,None,None,Koppal
2021-12-31,None,None,Koppal
2022-01-31,None,None,Koppal
2022-02-28,None,None,Koppal
2022-03-31,None,None,Koppal
2022-04-30,None,None,Koppal
2022-05-31,None,None,Koppal
2022-06-30,None,None,Koppal
2022-07-31,None,None,Koppal
2022-08-31,None,None,Koppal
2022-09-30,None,None,Koppal
2022-10-31,None,None,Koppal
2022-11-30,None,None,Koppal
2022-12-31,None,None,Koppal
2023-01-31,None,None,Koppal
2023-02-28,None,None,Koppal
2023-03-31,None,None,Koppal
2023-04-30,None,None,Koppal
2023-05-31,None,None,Koppal
2023-06-30,None,None,Koppal
2023-07-31,None,None,Koppal
2023-08-31,None,None,Koppal
2023-09-30,None,None,Koppal
2023-10-31,None,None,Koppal
2023-11-30,None,None,Koppal
2023-12-31,None,None,Koppal
2024-01-31,None,None,Koppal
2024-02-29,None,None,Koppal
2024-03-31,None,None,Koppal
2024-04-30,None,None,Koppal
2024-05-31,None,None,Koppal
2024-06-30,None,None,Koppal
2024-07-31,None,None,Koppal
2024-08-31,None,None,Koppal
2024-09-30,None,None,Koppal
2024-10-31,None,None,Koppal
2024-11-30,None,None,Koppal
2024-12-31,None,None,Koppal
2025-01-31,None,None,Koppal
2025-02-28,None,None,Koppal
2025-03-31,None,None,Koppal
2025-04-30,None,None,Koppal
2025-05-31,None,None,Koppal
2025-06-30,None,None,Koppal
2025-07-31,None,None,Koppal
2025-08-31,None,None,Koppal
2025-09-30,None,None,Koppal
2025-10-31,None,None,Koppal
2025-11-30,None,None,Koppal
2016-12-31,None,None,Mandya
2017-01-31,None,None,Mandya
2017-02-28,None,None,Mandya
2017-03-31,None,None,Mandya
2017-04-30,None,None,Mandya
2017-05-31,None,None,Mandya
2017-06-30,None,None,Mandya
2017-07-31,None,None,Mandya
2017-08-31,None,None,Mandya
2017-09-30,None,None,Mandya
2017-10-31,None,None,Mandya
2017-11-30,None,None,Mandya
2017-12-31,None,None,Mandya
2018-01-31,None,None,Mandya
2018-02-28,None,None,Mandya
2018-03-31,None,None,Mandya
2018-04-30,None,None,Mandya
2018-05-31,None,None,Mandya
2018-06-30,None,None,Mandya
2018-07-31,None,None,Mandya
2018-08-31,None,None,Mandya
2018-09-30,None,None,Mandya
2018-10-31,None,None,Mandya
2018-11-30,None,None,Mandya
2018-12-31,None,None,Mandya
2019-01-31,None,None,Mandya
2019-02-28,None,None,Mandya
2019-03-31,None,None,Mandya
2019-04-30,None,None,Mandya
2019-05-31,None,None,Mandya
2019-06-30,None,None,Mandya
2019-07-31,None,None,Mandya
2019-08-31,None,None,Mandya
2019-09-30,None,None,Mandya
2019-10-31,None,None,Mandya
2019-11-30,None,None,Mandya
2019-12-31,None,None,Mandya
2020-01-31,None,None,Mandya
2020-02-29,None,None,Mandya
2020-03-31,None,None,Mandya
2020-04-30,None,None,Mandya
2020-05-31,None,None,Mandya
2020-06-30,None,None,Mandya
2020-07-31,None,None,Mandya
2020-08-31,None,None,Mandya
2020-09-30,None,None,Mandya
2020-10-31,None,None,Mandya
2020-11-30,None,None,Mandya
2020-12-31,None,None,Mandya
2021-01-31,None,None,Mandya
2021-02-28,None,None,Mandya
2021-03-31,None,None,Mandya
2021-04-30,None,None,Mandya
2021-05-31,None,None,Mandya
2021-06-30,None,None,Mandya
2021-07-31,None,None,Mandya
2021-08-31,None,None,Mandya
2021-09-30,None,None,Mandya
2021-10-31,None,None,Mandya
2021-11-30,None,None,Mandya
2021-12-31,None,None,Mandya
2022-01-31,None,None,Mandya
2022-02-28,None,None,Mandya
2022-03-31,None,None,Mandya
2022-04-30,None,None,Mandya
2022-05-31,None,None,Mandya
2022-06-30,None,None,Mandya
2022-07-31,None,None,Mandya
2022-08-31,None,None,Mandya
2022-09-30,None,None,Mandya
2022-10-31,None,None,Mandya
2022-11-30,None,None,Mandya
2022-12-31,None,None,Mandya
2023-01-31,None,None,Mandya
2023-02-28,None,None,Mandya
2023-03-31,None,None,Mandya
2023-04-30,None,None,Mandya
2023-05-31,None,None,Mandya
2023-06-30,None,None,Mandya
2023-07-31,None,None,Mandya
2023-08-31,None,None,Mandya
2023-09-30,None,None,Mandya
2023-10-31,None,None,Mandya
2023-11-30,None,None,Mandya
2023-12-31,None,None,Mandya
2024-01-31,None,None,Mandya
2024-02-29,None,None,Mandya
2024-03-31,None,None,Mandya
2024-04-30,None,None,Mandya
2024-05-31,None,None,Mandya
2024-06-30,None,None,Mandya
2024-07-31,None,None,Mandya
2024-08-31,None,None,Mandya
2024-09-30,None,None,Mandya
2024-10-31,None,None,Mandya
2024-11-30,None,None,Mandya
2024-12-31,None,None,Mandya
2025-01-31,None,None,Mandya
2025-02-28,None,None,Mandya
2025-03-31,None,None,Mandya
2025-04-30,None,None,Mandya
2025-05-31,None,None,Mandya
2025-06-30,None,None,Mandya
2025-07-31,None,None,Mandya
2025-08-31,None,None,Mandya
2025-09-30,None,None,Mandya
2025-10-31,None,None,Mandya
2025-11-30,None,None,Mandya
2016-12-31,None,None,Mysuru
2017-01-31,None,None,Mysuru
2017-02-28,None,None,Mysuru
2017-03-31,None,None,Mysuru
2017-04-30,None,None,Mysuru
2017-05-31,None,None,Mysuru
2017-06-30,None,None,Mysuru
2017-07-31,None,None,Mysuru
2017-08-31,None,None,Mysuru
2017-09-30,None,None,Mysuru
2017-10-31,None,None,Mysuru
2017-11-30,None,None,Mysuru
2017-12-31,None,None,Mysuru
2018-01-31,None,None,Mysuru
2018-02-28,None,None,Mysuru
2018-03-31,None,None,Mysuru
2018-04-30,None,None,Mysuru
2018-05-31,None,None,Mysuru
2018-06-30,None,None,Mysuru
2018-07-31,None,None,Mysuru
2018-08-31,None,None,Mysuru
2018-09-30,None,None,Mysuru
2018-10-31,None,None,Mysuru
2018-11-30,None,None,Mysuru
2018-12-31,None,None,Mysuru
2019-01-31,None,None,Mysuru
2019-02-28,None,None,Mysuru
2019-03-31,None,None,Mysuru
2019-04-30,None,None,Mysuru
2019-05-31,None,None,Mysuru
2019-06-30,None,None,Mysuru
2019-07-31,None,None,Mysuru
2019-08-31,None,None,Mysuru
2019-09-30,None,None,Mysuru
2019-10-31,None,None,Mysuru
2019-11-30,None,None,Mysuru
2019-12-31,None,None,Mysuru
2020-01-31,None,None,Mysuru
2020-02-29,None,None,Mysuru
2020-03-31,None,None,Mysuru
2020-04-30,None,None,Mysuru
2020-05-31,None,None,Mysuru
2020-06-30,None,None,Mysuru
2020-07-31,None,None,Mysuru
2020-08-31,None,None,Mysuru
2020-09-30,None,None,Mysuru
2020-10-31,None,None,Mysuru
2020-11-30,None,None,Mysuru
2020-12-31,None,None,Mysuru
2021-01-31,None,None,Mysuru
2021-02-28,None,None,Mysuru
2021-03-31,None,None,Mysuru
2021-04-30,None,None,Mysuru
2021-05-31,None,None,Mysuru
2021-06-30,None,None,Mysuru
2021-07-31,None,None,Mysuru
2021-08-31,None,None,Mysuru
2021-09-30,None,None,Mysuru
2021-10-31,None,None,Mysuru
2021-11-30,None,None,Mysuru
2021-12-31,None,None,Mysuru
2022-01-31,None,None,Mysuru
2022-02-28,None,None,Mysuru
2022-03-31,None,None,Mysuru
2022-04-30,None,None,Mysuru
2022-05-31,None,None,Mysuru
2022-06-30,None,None,Mysuru
2022-07-31,None,None,Mysuru
2022-08-31,None,None,Mysuru
2022-09-30,None,None,Mysuru
2022-10-31,None,None,Mysuru
2022-11-30,None,None,Mysuru
2022-12-31,None,None,Mysuru
2023-01-31,None,None,Mysuru
2023-02-28,None,None,Mysuru
2023-03-31,None,None,Mysuru
2023-04-30,None,None,Mysuru
2023-05-31,None,None,Mysuru
2023-06-30,None,None,Mysuru
2023-07-31,None,None,Mysuru
2023-08-31,None,None,Mysuru
2023-09-30,None,None,Mysuru
2023-10-31,None,None,Mysuru
2023-11-30,None,None,Mysuru
2023-12-31,None,None,Mysuru
2024-01-31,None,None,Mysuru
2024-02-29,None,None,Mysuru
2024-03-31,None,None,Mysuru
2024-04-30,None,None,Mysuru
2024-05-31,None,None,Mysuru
2024-06-30,None,None,Mysuru
2024-07-31,None,None,Mysuru
2024-08-31,None,None,Mysuru
2024-09-30,None,None,Mysuru
2024-10-31,None,None,Mysuru
2024-11-30,None,None,Mysuru
2024-12-31,None,None,Mysuru
2025-01-31,None,None,Mysuru
2025-02-28,None,None,Mysuru
2025-03-31,None,None,Mysuru
2025-04-30,None,None,Mysuru
2025-05-31,None,None,Mysuru
2025-06-30,None,None,Mysuru
2025-07-31,None,None,Mysuru
2025-08-31,None,None,Mysuru
2025-09-30,None,None,Mysuru
2025-10-31,None,None,Mysuru
2025-11-30,None,None,Mysuru
2016-12-31,None,None,Raichur
2017-01-31,None,None,Raichur
2017-02-28,None,None,Raichur
2017-03-31,None,None,Raichur
2017-04-30,None,None,Raichur
2017-05-31,None,None,Raichur
2017-06-30,None,None,Raichur
2017-07-31,None,None,Raichur
2017-08-31,None,None,Raichur
2017-09-30,None,None,Raichur
2017-10-31,None,None,Raichur
2017-11-30,None,None,Raichur
2017-12-31,None,None,Raichur
2018-01-31,None,None,Raichur
2018-02-28,None,None,Raichur
2018-03-31,None,None,Raichur
2018-04-30,None,None,Raichur
2018-05-31,None,None,Raichur
2018-06-30,None,None,Raichur
2018-07-31,None,None,Raichur
2018-08-31,None,None,Raichur
2018-09-30,None,None,Raichur
2018-10-31,None,None,Raichur
2018-11-30,None,None,Raichur
2018-12-31,None,None,Raichur
2019-01-31,None,None,Raichur
2019-02-28,None,None,Raichur
2019-03-31,None,None,Raichur
2019-04-30,None,None,Raichur
2019-05-31,None,None,Raichur
2019-06-30,None,None,Raichur
2019-07-31,None,None,Raichur
2019-08-31,None,None,Raichur
2019-09-30,None,None,Raichur
2019-10-31,None,None,Raichur
2019-11-30,None,None,Raichur
2019-12-31,None,None,Raichur
2020-01-31,None,None,Raichur
2020-02-29,None,None,Raichur
2020-03-31,None,None,Raichur
2020-04-30,None,None,Raichur
2020-05-31,None,None,Raichur
2020-06-30,None,None,Raichur
2020-07-31,None,None,Raichur
2020-08-31,None,None,Raichur
2020-09-30,None,None,Raichur
2020-10-31,None,None,Raichur
2020-11-30,None,None,Raichur
2020-12-31,None,None,Raichur
2021-01-31,None,None,Raichur
2021-02-28,None,None,Raichur
2021-03-31,None,None,Raichur
2021-04-30,None,None,Raichur
2021-05-31,None,None,Raichur
2021-06-30,None,None,Raichur
2021-07-31,None,None,Raichur
2021-08-31,None,None,Raichur
2021-09-30,None,None,Raichur
2021-10-31,None,None,Raichur
2021-11-30,None,None,Raichur
2021-12-31,None,None,Raichur
2022-01-31,None,None,Raichur
2022-02-28,None,None,Raichur
2022-03-31,None,None,Raichur
2022-04-30,None,None,Raichur
2022-05-31,None,None,Raichur
2022-06-30,None,None,Raichur
2022-07-31,None,None,Raichur
2022-08-31,None,None,Raichur
2022-09-30,None,None,Raichur
2022-10-31,None,None,Raichur
2022-11-30,None,None,Raichur
2022-12-31,None,None,Raichur
2023-01-31,None,None,Raichur
2023-02-28,None,None,Raichur
2023-03-31,None,None,Raichur
2023-04-30,None,None,Raichur
2023-05-31,None,None,Raichur
2023-06-30,None,None,Raichur
2023-07-31,None,None,Raichur
2023-08-31,None,None,Raichur
2023-09-30,None,None,Raichur
2023-10-31,None,None,Raichur
2023-11-30,None,None,Raichur
2023-12-31,None,None,Raichur
2024-01-31,None,None,Raichur
2024-02-29,None,None,Raichur
2024-03-31,None,None,Raichur
2024-04-30,None,None,Raichur
2024-05-31,None,None,Raichur
2024-06-30,None,None,Raichur
2024-07-31,None,None,Raichur
2024-08-31,None,None,Raichur
2024-09-30,None,None,Raichur
2024-10-31,None,None,Raichur
2024-11-30,None,None,Raichur
2024-12-31,None,None,Raichur
2025-01-31,None,None,Raichur
2025-02-28,None,None,Raichur
2025-03-31,None,None,Raichur
2025-04-30,None,None,Raichur
2025-05-31,None,None,Raichur
2025-06-30,None,None,Raichur
2025-07-31,None,None,Raichur
2025-08-31,None,None,Raichur
2025-09-30,None,None,Raichur
2025-10-31,None,None,Raichur
2025-11-30,None,None,Raichur
2016-12-31,None,None,Ramanagara
2017-01-31,None,None,Ramanagara
2017-02-28,None,None,Ramanagara
2017-03-31,None,None,Ramanagara
2017-04-30,None,None,Ramanagara
2017-05-31,None,None,Ramanagara
2017-06-30,None,None,Ramanagara
2017-07-31,None,None,Ramanagara
2017-08-31,None,None,Ramanagara
2017-09-30,None,None,Ramanagara
2017-10-31,None,None,Ramanagara
2017-11-30,None,None,Ramanagara
2017-12-31,None,None,Ramanagara
2018-01-31,None,None,Ramanagara
2018-02-28,None,None,Ramanagara
2018-03-31,None,None,Ramanagara
2018-04-30,None,None,Ramanagara
2018-05-31,None,None,Ramanagara
2018-06-30,None,None,Ramanagara
2018-07-31,None,None,Ramanagara
2018-08-31,None,None,Ramanagara
2018-09-30,None,None,Ramanagara
2018-10-31,None,None,Ramanagara
2018-11-30,None,None,Ramanagara
2018-12-31,None,None,Ramanagara
2019-01-31,None,None,Ramanagara
2019-02-28,None,None,Ramanagara
2019-03-31,None,None,Ramanagara
2019-04-30,None,None,Ramanagara
2019-05-31,None,None,Ramanagara
2019-06-30,None,None,Ramanagara
2019-07-31,None,None,Ramanagara
2019-08-31,None,None,Ramanagara
2019-09-30,None,None,Ramanagara
2019-10-31,None,None,Ramanagara
2019-11-30,None,None,Ramanagara
2019-12-31,None,None,Ramanagara
2020-01-31,None,None,Ramanagara
2020-02-29,None,None,Ramanagara
2020-03-31,None,None,Ramanagara
2020-04-30,None,None,Ramanagara
2020-05-31,None,None,Ramanagara
2020-06-30,None,None,Ramanagara
2020-07-31,None,None,Ramanagara
2020-08-31,None,None,Ramanagara
2020-09-30,None,None,Ramanagara
2020-10-31,None,None,Ramanagara
2020-11-30,None,None,Ramanagara
2020-12-31,None,None,Ramanagara
2021-01-31,None,None,Ramanagara
2021-02-28,None,None,Ramanagara
2021-03-31,None,None,Ramanagara
2021-04-30,None,None,Ramanagara
2021-05-31,None,None,Ramanagara
2021-06-30,None,None,Ramanagara
2021-07-31,None,None,Ramanagara
2021-08-31,None,None,Ramanagara
2021-09-30,None,None,Ramanagara
2021-10-31,None,None,Ramanagara
2021-11-30,None,None,Ramanagara
2021-12-31,None,None,Ramanagara
2022-01-31,None,None,Ramanagara
2022-02-28,None,None,Ramanagara
2022-03-31,None,None,Ramanagara
2022-04-30,None,None,Ramanagara
2022-05-31,None,None,Ramanagara
2022-06-30,None,None,Ramanagara
2022-07-31,None,None,Ramanagara
2022-08-31,None,None,Ramanagara
2022-09-30,None,None,Ramanagara
2022-10-31,None,None,Ramanagara
2022-11-30,None,None,Ramanagara
2022-12-31,None,None,Ramanagara
2023-01-31,None,None,Ramanagara
2023-02-28,None,None,Ramanagara
2023-03-31,None,None,Ramanagara
2023-04-30,None,None,Ramanagara
2023-05-31,None,None,Ramanagara
2023-06-30,None,None,Ramanagara
2023-07-31,None,None,Ramanagara
2023-08-31,None,None,Ramanagara
2023-09-30,None,None,Ramanagara
2023-10-31,None,None,Ramanagara
2023-11-30,None,None,Ramanagara
2023-12-31,None,None,Ramanagara
2024-01-31,None,None,Ramanagara
2024-02-29,None,None,Ramanagara
2024-03-31,None,None,Ramanagara
2024-04-30,None,None,Ramanagara
2024-05-31,None,None,Ramanagara
2024-06-30,None,None,Ramanagara
2024-07-31,None,None,Ramanagara
2024-08-31,None,None,Ramanagara
2024-09-30,None,None,Ramanagara
2024-10-31,None,None,Ramanagara
2024-11-30,None,None,Ramanagara
2024-12-31,None,None,Ramanagara
2025-01-31,None,None,Ramanagara
2025-02-28,None,None,Ramanagara
2025-03-31,None,None,Ramanagara
2025-04-30,None,None,Ramanagara
2025-05-31,None,None,Ramanagara
2025-06-30,None,None,Ramanagara
2025-07-31,None,None,Ramanagara
2025-08-31,None,None,Ramanagara
2025-09-30,None,None,Ramanagara
2025-10-31,None,None,Ramanagara
2025-11-30,None,None,Ramanagara
2016-12-31,None,None,Shimoga
2017-01-31,None,None,Shimoga
2017-02-28,None,None,Shimoga
2017-03-31,None,None,Shimoga
2017-04-30,None,None,Shimoga
2017-05-31,None,None,Shimoga
2017-06-30,None,None,Shimoga
2017-07-31,None,None,Shimoga
2017-08-31,None,None,Shimoga
2017-09-30,None,None,Shimoga
2017-10-31,None,None,Shimoga
2017-11-30,None,None,Shimoga
2017-12-31,None,None,Shimoga
2018-01-31,None,None,Shimoga
2018-02-28,None,None,Shimoga
2018-03-31,None,None,Shimoga
2018-04-30,None,None,Shimoga
2018-05-31,None,None,Shimoga
2018-06-30,None,None,Shimoga
2018-07-31,None,None,Shimoga
2018-08-31,None,None,Shimoga
2018-09-30,None,None,Shimoga
2018-10-31,None,None,Shimoga
2018-11-30,None,None,Shimoga
2018-12-31,None,None,Shimoga
2019-01-31,None,None,Shimoga
